df_hash,22ZHK4.3NGMYT
device,HZ2X61
project_hash,29R7
project_name,istanbul_aydin_university
person_hash,29R7.VVA5
person_label,V18
date_time_start,2025-05-23_10-26-57.429000_+03
date_time_start_unix,1747985217.429
date_time_end,2025-05-23_10-35-12.468000_+03
length_difference_noticed,no

time,acc_mag
373.429,1.007
373.459,1.010
373.489,1.006
373.519,1.007
373.549,1.007
373.579,1.005
373.609,1.009
373.639,1.010
373.669,1.008
373.699,1.008
373.729,1.007
373.759,1.008
373.789,1.008
373.819,1.011
373.849,1.005
373.879,1.011
373.909,1.008
373.939,1.007
373.969,1.010
373.999,1.007
374.029,1.010
374.059,1.007
374.089,1.001
374.119,1.008
374.149,1.009
374.179,1.010
374.209,1.012
374.239,1.000
374.269,1.007
374.299,1.012
374.329,1.007
374.359,1.010
374.389,1.005
374.419,1.003
374.449,1.008
374.479,1.007
374.509,1.008
374.539,1.011
374.569,1.009
374.599,1.010
374.629,1.009
374.659,1.008
374.689,1.008
374.719,1.011
374.749,1.007
374.779,1.008
374.809,1.004
374.839,1.009
374.869,1.007
374.899,1.010
374.929,1.007
374.959,1.007
374.989,1.009
375.019,1.004
375.049,1.009
375.079,1.007
375.109,1.008
375.139,1.007
375.169,1.014
375.199,1.001
375.229,1.010
375.259,1.010
375.289,1.008
375.319,1.009
375.349,1.008
375.379,1.010
375.409,1.008
375.439,1.007
375.469,1.008
375.499,1.007
375.529,1.007
375.559,1.008
375.589,1.008
375.619,1.010
375.649,1.010
375.679,1.011
375.709,1.006
375.739,1.010
375.769,1.010
375.799,1.011
375.829,1.005
375.859,1.011
375.889,1.011
375.919,1.001
375.949,1.006
375.979,1.010
376.009,1.009
376.039,1.009
376.069,1.012
376.099,1.001
376.129,1.011
376.159,1.012
376.189,1.007
376.219,1.006
376.249,1.005
376.279,1.004
376.309,1.010
376.339,1.008
376.369,1.007
376.399,1.005
376.429,1.009
376.459,1.009
376.489,1.008
376.519,1.007
376.549,1.010
376.579,1.006
376.609,1.006
376.639,1.006
376.669,1.011
376.699,1.010
376.729,1.006
376.759,1.005
376.789,1.004
376.819,1.006
376.849,1.012
376.879,1.010
376.909,1.007
376.939,1.012
376.969,1.001
376.999,1.008
377.029,1.011
377.059,1.006
377.089,1.008
377.119,1.007
377.149,1.005
377.179,1.009
377.209,1.007
377.239,1.008
377.269,1.009
377.299,1.009
377.329,1.007
377.359,1.007
377.389,1.009
377.419,1.007
377.449,1.008
377.479,1.006
377.509,1.007
377.539,1.017
377.569,1.006
377.599,1.012
377.629,1.008
377.659,1.000
377.689,1.010
377.719,1.012
377.749,1.010
377.779,1.013
377.809,1.003
377.839,1.004
377.869,1.011
377.899,1.008
377.929,1.010
377.959,1.002
377.989,1.007
378.019,1.007
378.049,1.010
378.079,1.007
378.109,1.009
378.139,1.008
378.169,1.004
378.199,1.007
378.229,1.010
378.259,1.007
378.289,1.008
378.319,1.004
378.349,1.006
378.379,1.016
378.409,1.007
378.439,1.010
378.469,1.005
378.499,1.003
378.529,1.007
378.559,1.010
378.589,1.012
378.619,1.018
378.649,0.996
378.679,1.003
378.709,1.015
378.739,1.007
378.769,1.014
378.799,1.007
378.829,1.004
378.859,1.008
378.889,1.008
378.919,1.004
378.949,1.007
378.979,1.010
379.009,1.012
379.039,1.009
379.069,1.006
379.099,1.008
379.129,1.010
379.159,1.013
379.189,1.009
379.219,1.004
379.249,1.009
379.279,1.005
379.309,1.005
379.339,1.013
379.369,1.011
379.399,1.011
379.429,1.008
379.459,1.006
379.489,1.010
379.519,1.009
379.549,1.008
379.579,1.007
379.609,1.008
379.639,1.006
379.669,1.007
379.699,1.010
379.729,1.009
379.759,1.011
379.789,1.009
379.819,1.004
379.849,1.008
379.879,1.007
379.909,1.007
379.939,1.012
379.969,1.003
379.999,1.008
380.029,1.006
380.059,1.005
380.089,1.012
380.119,1.009
380.149,1.010
380.179,1.017
380.209,1.004
380.239,1.007
380.269,1.013
380.299,1.005
380.329,1.010
380.359,1.007
380.389,1.007
380.419,1.006
380.449,1.008
380.479,1.007
380.509,1.006
380.539,1.007
380.569,1.009
380.599,1.010
380.629,1.009
380.659,1.008
380.689,1.017
380.719,1.000
380.749,1.009
380.779,1.006
380.809,1.002
380.839,1.009
380.869,1.011
380.899,1.011
380.929,1.010
380.959,1.010
380.989,1.005
381.019,1.011
381.049,1.010
381.079,1.006
381.109,1.009
381.139,1.006
381.169,1.009
381.199,1.008
381.229,1.007
381.259,1.009
381.289,1.009
381.319,1.012
381.349,1.011
381.379,1.007
381.409,1.009
381.439,1.004
381.469,1.007
381.499,1.008
381.529,1.008
381.559,1.010
381.589,1.006
381.619,1.003
381.649,1.007
381.679,1.009
381.709,1.008
381.739,1.016
381.769,1.000
381.799,1.009
381.829,1.009
381.859,1.006
381.889,1.007
381.919,1.004
381.949,1.009
381.979,1.011
382.009,1.012
382.039,1.012
382.069,1.008
382.099,1.005
382.129,1.006
382.159,1.011
382.189,1.010
382.219,1.006
382.249,1.005
382.279,1.014
382.309,1.007
382.339,1.015
382.369,1.002
382.399,1.005
382.429,1.010
382.459,1.004
382.489,1.006
382.519,1.009
382.549,1.009
382.579,1.008
382.609,1.011
382.639,1.004
382.669,1.011
382.699,1.013
382.729,1.006
382.759,1.011
382.789,1.007
382.819,1.006
382.849,1.010
382.879,1.008
382.909,1.006
382.939,1.009
382.969,1.010
382.999,1.007
383.029,1.008
383.059,1.007
383.089,1.006
383.119,1.010
383.149,1.004
383.179,1.007
383.209,1.019
383.239,1.003
383.269,1.010
383.299,1.007
383.329,1.005
383.359,1.008
383.389,1.013
383.419,1.008
383.449,1.016
383.479,1.001
383.509,1.008
383.539,1.012
383.569,1.006
383.599,1.009
383.629,1.007
383.659,1.005
383.689,1.011
383.719,1.007
383.749,1.010
383.779,1.006
383.809,1.008
383.839,1.006
383.869,1.012
383.899,1.009
383.929,1.005
383.959,1.009
383.989,1.008
384.019,1.010
384.049,1.007
384.079,1.008
384.109,1.007
384.139,1.006
384.169,1.008
384.199,1.009
384.229,1.006
384.259,1.006
384.289,1.015
384.319,1.000
384.349,1.007
384.379,1.008
384.409,1.003
384.439,1.005
384.469,1.003
384.499,1.006
384.529,1.009
384.559,1.008
384.589,1.006
384.619,1.009
384.649,1.010
384.679,1.009
384.709,1.006
384.739,1.008
384.769,1.007
384.799,1.006
384.829,1.009
384.859,1.007
384.889,1.013
384.919,1.003
384.949,1.006
384.979,1.010
385.009,1.000
385.039,1.005
385.069,1.011
385.099,1.011
385.129,1.012
385.159,1.013
385.189,1.000
385.219,1.009
385.249,1.010
385.279,1.009
385.309,1.004
385.339,1.004
385.369,1.007
385.399,1.008
385.429,1.010
385.459,1.009
385.489,1.007
385.519,1.007
385.549,1.007
385.579,1.005
385.609,1.008
385.639,1.007
385.669,1.006
385.699,1.006
385.729,1.007
385.759,1.011
385.789,1.004
385.819,1.009
385.849,1.003
385.879,0.999
385.909,1.012
385.939,1.006
385.969,1.009
385.999,1.016
386.029,1.003
386.059,1.004
386.089,1.012
386.119,1.008
386.149,1.009
386.179,1.006
386.209,1.006
386.239,1.010
386.269,1.008
386.299,1.012
386.329,1.007
386.359,1.005
386.389,1.005
386.419,1.014
386.449,1.009
386.479,1.007
386.509,1.007
386.539,1.002
386.569,1.011
386.599,1.010
386.629,1.006
386.659,1.008
386.689,1.002
386.719,1.001
386.749,1.008
386.779,1.010
386.809,1.007
386.839,1.012
386.869,1.003
386.899,1.011
386.929,1.011
386.959,1.006
386.989,1.010
387.019,1.007
387.049,1.008
387.079,1.010
387.109,1.007
387.139,1.009
387.169,1.009
387.199,1.008
387.229,1.007
387.259,1.009
387.289,1.004
387.319,1.006
387.349,1.013
387.379,1.001
387.409,1.008
387.439,1.005
387.469,1.003
387.499,1.008
387.529,1.013
387.559,1.009
387.589,1.013
387.619,1.004
387.649,1.007
387.679,1.011
387.709,1.006
387.739,1.009
387.769,1.010
387.799,1.006
387.829,1.009
387.859,1.010
387.889,1.010
387.919,1.010
387.949,1.008
387.979,1.011
388.009,1.009
388.039,1.006
388.069,1.006
388.099,1.014
388.129,1.004
388.159,1.008
388.189,1.011
388.219,1.006
388.249,1.003
388.279,1.009
388.309,1.007
388.339,1.009
388.369,1.009
388.399,1.002
388.429,1.010
388.459,1.012
388.489,1.009
388.519,1.007
388.549,1.005
388.579,1.008
388.609,1.011
388.639,1.009
388.669,1.006
388.699,1.010
388.729,1.010
388.759,1.011
388.789,1.007
388.819,1.008
388.849,1.009
388.879,1.014
388.909,1.006
388.939,1.006
388.969,1.011
388.999,1.005
389.029,1.008
389.059,1.007
389.089,1.009
389.119,1.009
389.149,1.010
389.179,1.004
389.209,1.009
389.239,1.010
389.269,1.006
389.299,1.010
389.329,1.007
389.359,1.006
389.389,1.009
389.419,1.010
389.449,1.006
389.479,1.007
389.509,1.009
389.539,1.010
389.569,1.008
389.599,1.010
389.629,1.007
389.659,1.006
389.689,1.013
389.719,1.005
389.749,1.007
389.779,1.009
389.809,1.006
389.839,1.006
389.869,1.009
389.899,1.008
389.929,1.009
389.959,1.012
389.989,1.003
390.019,1.011
390.049,1.008
390.079,1.006
390.109,1.011
390.139,1.004
390.169,1.007
390.199,1.010
390.229,1.009
390.259,1.010
390.289,1.009
390.319,1.008
390.349,1.009
390.379,1.008
390.409,1.008
390.439,1.007
390.469,1.007
390.499,1.014
390.529,1.002
390.559,1.007
390.589,1.006
390.619,1.002
390.649,1.010
390.679,1.009
390.709,1.006
390.739,1.017
390.769,1.005
390.799,1.012
390.829,1.011
390.859,1.004
390.889,1.011
390.919,1.006
390.949,1.009
390.979,1.009
391.009,1.009
391.039,1.008
391.069,1.006
391.099,1.006
391.129,1.009
391.159,1.009
391.189,1.007
391.219,1.007
391.249,1.007
391.279,1.013
391.309,0.999
391.339,1.011
391.369,1.007
391.399,1.006
391.429,1.011
391.459,1.009
391.489,1.007
391.519,1.009
391.549,1.007
391.579,1.006
391.609,1.010
391.639,1.007
391.669,1.007
391.699,1.006
391.729,1.009
391.759,1.008
391.789,1.009
391.819,1.008
391.849,1.009
391.879,1.010
391.909,1.009
391.939,1.009
391.969,1.008
391.999,1.006
392.029,1.010
392.059,1.006
392.089,1.006
392.119,1.006
392.149,1.009
392.179,1.007
392.209,1.006
392.239,1.006
392.269,1.009
392.299,1.009
392.329,1.011
392.359,1.011
392.389,1.000
392.419,1.013
392.449,1.012
392.479,1.009
392.509,1.011
392.539,1.006
392.569,1.006
392.599,1.009
392.629,1.006
392.659,1.005
392.689,1.006
392.719,1.003
392.749,1.009
392.779,1.009
392.809,1.013
392.839,1.009
392.869,1.010
392.899,1.005
392.929,1.007
392.959,1.013
392.989,1.004
393.019,1.011
393.049,1.003
393.079,1.003
393.109,1.008
393.139,1.008
393.169,1.009
393.199,1.017
393.229,0.999
393.259,1.005
393.289,1.011
393.319,1.005
393.349,1.008
393.379,1.007
393.409,1.007
393.439,1.010
393.469,1.008
393.499,1.004
393.529,1.009
393.559,1.009
393.589,1.009
393.619,1.007
393.649,1.007
393.679,1.008
393.709,1.006
393.739,1.008
393.769,1.012
393.799,1.007
393.829,1.010
393.859,1.005
393.889,1.002
393.919,1.010
393.949,1.010
393.979,1.005
394.009,1.007
394.039,1.003
394.069,1.014
394.099,1.007
394.129,1.006
394.159,1.009
394.189,1.007
394.219,1.003
394.249,1.010
394.279,1.006
394.309,1.006
394.339,1.005
394.369,1.009
394.399,1.008
394.429,1.002
394.459,1.005
394.489,1.010
394.519,1.018
394.549,1.002
394.579,1.012
394.609,1.012
394.639,1.002
394.669,1.007
394.699,1.012
394.729,1.005
394.759,1.014
394.789,1.000
394.819,1.005
394.849,1.010
394.879,1.007
394.909,1.007
394.939,1.007
394.969,1.007
394.999,1.006
395.029,1.007
395.059,1.006
395.089,1.009
395.119,1.006
395.149,1.009
395.179,1.009
395.209,1.007
395.239,1.003
395.269,1.007
395.299,1.010
395.329,1.007
395.359,1.010
395.389,1.004
395.419,1.005
395.449,1.009
395.479,1.008
395.509,1.009
395.539,1.016
395.569,1.000
395.599,1.009
395.629,1.012
395.659,1.006
395.689,1.009
395.719,1.004
395.749,1.006
395.779,1.009
395.809,1.008
395.839,1.006
395.869,1.009
395.899,1.007
395.929,1.009
395.959,1.009
395.989,1.008
396.019,1.009
396.049,1.006
396.079,1.011
396.109,1.006
396.139,1.007
396.169,1.011
396.199,1.000
396.229,1.008
396.259,1.008
396.289,1.009
396.319,1.007
396.349,1.009
396.379,1.000
396.409,1.011
396.439,1.007
396.469,1.007
396.499,1.010
396.529,1.007
396.559,1.009
396.589,1.012
396.619,1.009
396.649,1.009
396.679,1.006
396.709,1.008
396.739,1.010
396.769,1.009
396.799,1.008
396.829,1.005
396.859,1.007
396.889,1.007
396.919,1.011
396.949,1.004
396.979,1.010
397.009,1.010
397.039,1.002
397.069,1.013
397.099,1.011
397.129,1.008
397.159,1.016
397.189,1.000
397.219,1.007
397.249,1.009
397.279,1.006
397.309,1.006
397.339,1.007
397.369,1.006
397.399,1.009
397.429,1.007
397.459,1.007
397.489,1.010
397.519,1.006
397.549,1.008
397.579,1.009
397.609,1.007
397.639,1.004
397.669,1.006
397.699,1.007
397.729,1.008
397.759,1.010
397.789,1.006
397.819,1.010
397.849,1.003
397.879,1.003
397.909,1.013
397.939,1.009
397.969,1.013
397.999,1.006
398.029,1.004
398.059,1.014
398.089,1.006
398.119,1.004
398.149,1.007
398.179,1.006
398.209,1.009
398.239,1.009
398.269,1.009
398.299,1.008
398.329,1.007
398.359,1.008
398.389,1.011
398.419,1.006
398.449,1.006
398.479,1.006
398.509,1.005
398.539,1.007
398.569,1.006
398.599,1.007
398.629,1.005
398.659,1.005
398.689,1.012
398.719,1.009
398.749,1.006
398.779,1.016
398.809,1.003
398.839,1.007
398.869,1.011
398.899,1.006
398.929,1.010
398.959,1.007
398.989,1.009
399.019,1.006
399.049,1.009
399.079,1.011
399.109,1.008
399.139,1.008
399.169,1.012
399.199,1.007
399.229,1.007
399.259,1.007
399.289,1.007
399.319,1.010
399.349,1.005
399.379,1.010
399.409,1.006
399.439,1.004
399.469,1.012
399.499,1.009
399.529,1.010
399.559,1.016
399.589,1.001
399.619,1.009
399.649,1.013
399.679,1.004
399.709,1.009
399.739,1.007
399.769,1.008
399.799,1.010
399.829,1.012
399.859,1.009
399.889,1.006
399.919,1.007
399.949,1.009
399.979,1.009
400.009,1.006
400.039,1.009
400.069,1.007
400.099,1.015
400.129,1.003
400.159,1.010
400.189,1.009
400.219,1.002
400.249,1.008
400.279,1.010
400.309,1.008
400.339,1.017
400.369,1.005
400.399,1.005
400.429,1.009
400.459,1.006
400.489,1.007
400.519,1.012
400.549,1.006
400.579,1.009
400.609,1.010
400.639,1.010
400.669,1.007
400.699,1.006
400.729,1.009
400.759,1.009
400.789,1.010
400.819,1.004
400.849,1.009
400.879,1.008
400.909,1.014
400.939,1.007
400.969,1.008
400.999,1.006
401.029,1.000
401.059,1.013
401.089,1.011
401.119,1.009
401.149,1.014
401.179,0.999
401.209,1.011
401.239,1.010
401.269,1.010
401.299,1.011
401.329,1.004
401.359,1.007
401.389,1.010
401.419,1.010
401.449,1.005
401.479,1.006
401.509,1.009
401.539,1.006
401.569,1.007
401.599,1.008
401.629,1.009
401.659,1.009
401.689,1.013
401.719,1.006
401.749,1.011
401.779,1.007
401.809,1.004
401.839,1.009
401.869,1.011
401.899,1.006
401.929,1.012
401.959,1.002
401.989,1.009
402.019,1.012
402.049,1.007
402.079,1.010
402.109,1.003
402.139,1.006
402.169,1.009
402.199,1.008
402.229,1.009
402.259,1.008
402.289,1.007
402.319,1.008
402.349,1.009
402.379,1.009
402.409,1.011
402.439,1.006
402.469,1.009
402.499,1.003
402.529,1.011
402.559,1.010
402.589,1.002
402.619,1.006
402.649,1.011
402.679,1.005
402.709,1.009
402.739,1.013
402.769,1.003
402.799,1.011
402.829,1.012
402.859,1.008
402.889,1.009
402.919,1.006
402.949,1.010
402.979,1.008
403.009,1.007
403.039,1.006
403.069,1.007
403.099,1.009
403.129,1.006
403.159,1.011
403.189,1.007
403.219,1.007
403.249,1.005
403.279,1.009
403.309,1.002
403.339,1.009
403.369,1.009
403.399,0.998
403.429,1.000
403.459,1.024
403.489,1.009
403.519,1.002
403.549,1.011
403.579,0.999
403.609,1.010
403.639,1.012
403.669,1.001
403.699,1.007
403.729,1.003
403.759,1.005
403.789,1.010
403.819,1.012
403.849,1.008
403.879,1.006
403.909,1.005
403.939,1.011
403.969,1.009
403.999,1.009
404.029,1.009
404.059,1.004
404.089,1.003
404.119,1.007
404.149,1.003
404.179,1.006
404.209,1.011
404.239,1.004
404.269,1.004
404.299,1.013
404.329,1.010
404.359,1.008
404.389,1.011
404.419,1.004
404.449,1.010
404.479,1.010
404.509,1.004
404.539,1.009
404.569,1.002
404.599,1.003
404.629,1.005
404.659,1.006
404.689,1.011
404.719,1.011
404.749,1.011
404.779,1.009
404.809,1.004
404.839,1.006
404.869,1.012
404.899,1.011
404.929,1.003
404.959,1.000
404.989,1.006
405.019,1.002
405.049,1.003
405.079,1.015
405.109,1.008
405.139,1.013
405.169,1.004
405.199,1.006
405.229,1.011
405.259,1.009
405.289,1.006
405.319,1.007
405.349,1.005
405.379,1.007
405.409,1.007
405.439,1.010
405.469,1.007
405.499,1.009
405.529,1.009
405.559,1.008
405.589,1.008
405.619,1.002
405.649,1.004
405.679,1.014
405.709,1.003
405.739,1.008
405.769,1.005
405.799,1.004
405.829,1.014
405.859,1.008
405.889,1.009
405.919,1.012
405.949,1.001
405.979,1.004
406.009,1.013
406.039,1.001
406.069,1.005
406.099,1.009
406.129,1.006
406.159,1.008
406.189,1.007
406.219,1.007
406.249,1.002
406.279,1.004
406.309,1.007
406.339,1.007
406.369,1.010
406.399,1.010
406.429,1.006
406.459,1.012
406.489,1.007
406.519,1.011
406.549,1.013
406.579,1.004
406.609,1.007
406.639,1.013
406.669,1.007
406.699,1.000
406.729,1.006
406.759,1.004
406.789,1.006
406.819,1.008
406.849,1.007
406.879,1.012
406.909,1.003
406.939,1.004
406.969,1.005
406.999,1.007
407.029,1.009
407.059,1.007
407.089,1.007
407.119,1.009
407.149,1.007
407.179,1.010
407.209,1.007
407.239,1.015
407.269,1.005
407.299,1.008
407.329,1.011
407.359,1.002
407.389,1.003
407.419,1.006
407.449,1.007
407.479,1.006
407.509,1.011
407.539,1.000
407.569,1.009
407.599,1.010
407.629,1.005
407.659,1.012
407.689,1.012
407.719,1.006
407.749,1.009
407.779,1.006
407.809,1.008
407.839,1.007
407.869,1.006
407.899,1.005
407.929,1.008
407.959,1.006
407.989,1.005
408.019,1.010
408.049,1.010
408.079,1.009
408.109,1.003
408.139,1.005
408.169,1.003
408.199,1.003
408.229,1.008
408.259,1.002
408.289,1.014
408.319,1.003
408.349,1.004
408.379,1.012
408.409,1.007
408.439,1.005
408.469,1.005
408.499,1.005
408.529,1.002
408.559,1.007
408.589,1.004
408.619,1.002
408.649,1.004
408.679,1.006
408.709,1.011
408.739,1.013
408.769,1.010
408.799,1.006
408.829,1.009
408.859,1.006
408.889,1.001
408.919,1.002
408.949,1.006
408.979,1.003
409.009,1.001
409.039,1.008
409.069,1.006
409.099,1.005
409.129,1.010
409.159,1.004
409.189,1.013
409.219,1.012
409.249,1.009
409.279,1.011
409.309,1.008
409.339,1.005
409.369,1.006
409.399,1.007
409.429,1.003
409.459,1.009
409.489,1.011
409.519,1.009
409.549,1.009
409.579,1.009
409.609,1.007
409.639,1.004
409.669,1.003
409.699,1.008
409.729,1.005
409.759,1.005
409.789,1.008
409.819,1.002
409.849,1.003
409.879,1.010
409.909,1.010
409.939,1.014
409.969,1.015
409.999,1.001
410.029,1.008
410.059,1.009
410.089,1.006
410.119,1.006
410.149,1.006
410.179,1.005
410.209,1.009
410.239,1.004
410.269,1.003
410.299,1.008
410.329,1.006
410.359,1.006
410.389,1.007
410.419,1.005
410.449,1.009
410.479,1.009
410.509,1.006
410.539,1.004
410.569,1.007
410.599,1.011
410.629,1.012
410.659,1.007
410.689,1.004
410.719,1.003
410.749,1.007
410.779,1.007
410.809,1.012
410.839,1.019
410.869,0.998
410.899,1.006
410.929,1.012
410.959,1.011
410.989,1.010
411.019,1.006
411.049,1.003
411.079,1.005
411.109,1.010
411.139,1.007
411.169,1.004
411.199,1.009
411.229,1.007
411.259,1.009
411.289,1.007
411.319,1.005
411.349,1.004
411.379,1.008
411.409,1.004
411.439,1.009
411.469,1.007
411.499,1.007
411.529,1.011
411.559,1.005
411.589,1.004
411.619,1.012
411.649,1.014
411.679,1.005
411.709,1.020
411.739,1.002
411.769,1.016
411.799,1.010
411.829,1.004
411.859,1.003
411.889,1.007
411.919,1.005
411.949,1.005
411.979,1.011
412.009,1.007
412.039,1.013
412.069,1.000
412.099,1.009
412.129,1.007
412.159,1.013
412.189,1.012
412.219,1.006
412.249,1.006
412.279,1.012
412.309,1.006
412.339,1.007
412.369,1.004
412.399,0.999
412.429,1.007
412.459,1.010
412.489,1.003
412.519,1.006
412.549,1.008
412.579,1.002
412.609,1.006
412.639,1.008
412.669,1.012
412.699,1.013
412.729,0.998
412.759,1.011
412.789,1.010
412.819,1.001
412.849,1.007
412.879,1.012
412.909,1.009
412.939,1.012
412.969,1.006
412.999,1.001
413.029,1.008
413.059,1.013
413.089,1.006
413.119,1.010
413.149,1.014
413.179,1.004
413.209,1.007
413.239,1.008
413.269,0.995
413.299,1.008
413.329,0.996
413.359,1.008
413.389,1.013
413.419,1.015
413.449,1.013
413.479,1.010
413.509,1.006
413.539,0.999
413.569,1.004
413.599,1.005
413.629,1.009
413.659,1.008
413.689,1.002
413.719,1.011
413.749,1.007
413.779,1.015
413.809,1.007
413.839,1.010
413.869,1.012
413.899,1.010
413.929,1.010
413.959,1.012
413.989,1.012
414.019,1.005
414.049,1.007
414.079,1.002
414.109,1.005
414.139,1.012
414.169,1.007
414.199,1.004
414.229,1.004
414.259,1.009
414.289,1.010
414.319,1.007
414.349,1.010
414.379,1.006
414.409,1.006
414.439,1.010
414.469,1.006
414.499,1.013
414.529,1.003
414.559,1.016
414.589,1.008
414.619,1.006
414.649,1.005
414.679,1.009
414.709,1.012
414.739,1.008
414.769,1.008
414.799,1.005
414.829,1.010
414.859,1.013
414.889,1.010
414.919,1.005
414.949,1.007
414.979,1.007
415.009,1.007
415.039,1.008
415.069,1.007
415.099,1.010
415.129,1.007
415.159,1.010
415.189,1.006
415.219,1.011
415.249,1.004
415.279,1.009
415.309,1.011
415.339,1.004
415.369,1.006
415.399,1.010
415.429,1.012
415.459,1.008
415.489,1.007
415.519,1.000
415.549,1.011
415.579,1.007
415.609,1.008
415.639,1.007
415.669,1.006
415.699,1.009
415.729,1.008
415.759,1.006
415.789,1.012
415.819,1.012
415.849,1.010
415.879,1.007
415.909,1.005
415.939,1.003
415.969,1.013
415.999,1.008
416.029,1.012
416.059,1.008
416.089,0.999
416.119,1.008
416.149,1.007
416.179,1.006
416.209,1.013
416.239,1.002
416.269,1.011
416.299,1.015
416.329,1.007
416.359,1.009
416.389,1.005
416.419,1.006
416.449,1.003
416.479,1.011
416.509,1.010
416.539,1.006
416.569,1.009
416.599,0.999
416.629,1.014
416.659,1.021
416.689,1.021
416.719,0.996
416.749,0.999
416.779,1.010
416.809,1.008
416.839,0.990
416.869,1.002
416.899,1.000
416.929,1.018
416.959,1.001
416.989,0.998
417.019,1.004
417.049,1.001
417.079,0.999
417.109,1.000
417.139,0.997
417.169,0.993
417.199,0.997
417.229,1.000
417.259,1.003
417.289,0.997
417.319,0.991
417.349,0.989
417.379,1.004
417.409,1.006
417.439,1.003
417.469,1.012
417.499,1.006
417.529,0.995
417.559,0.992
417.589,0.998
417.619,1.007
417.649,1.006
417.679,1.009
417.709,1.007
417.739,1.001
417.769,0.995
417.799,1.002
417.829,0.997
417.859,0.996
417.889,0.991
417.919,0.994
417.949,1.002
417.979,1.004
418.009,0.998
418.039,1.000
418.069,1.008
418.099,1.002
418.129,1.014
418.159,0.995
418.189,0.990
418.219,0.995
418.249,0.994
418.279,0.999
418.309,1.006
418.339,1.003
418.369,1.004
418.399,1.004
418.429,0.992
418.459,1.000
418.489,1.004
418.519,0.997
418.549,1.009
418.579,1.011
418.609,1.018
418.639,0.988
418.669,0.995
418.699,1.009
418.729,1.010
418.759,0.997
418.789,0.999
418.819,0.987
418.849,0.995
418.879,0.991
418.909,1.008
418.939,1.002
418.969,1.004
418.999,0.995
419.029,1.007
419.059,1.003
419.089,1.000
419.119,1.002
419.149,1.003
419.179,0.998
419.209,1.006
419.239,1.002
419.269,1.000
419.299,1.004
419.329,1.000
419.359,1.005
419.389,1.000
419.419,1.010
419.449,1.004
419.479,1.007
419.509,1.004
419.539,1.011
419.569,1.005
419.599,1.000
419.629,0.991
419.659,0.996
419.689,1.000
419.719,1.000
419.749,0.998
419.779,1.000
419.809,1.001
419.839,1.000
419.869,1.008
419.899,1.006
419.929,1.001
419.959,1.003
419.989,0.998
420.019,1.005
420.049,1.000
420.079,1.000
420.109,1.000
420.139,0.995
420.169,0.999
420.199,1.000
420.229,0.998
420.259,1.005
420.289,1.001
420.319,1.011
420.349,1.008
420.379,1.005
420.409,1.007
420.439,1.005
420.469,1.001
420.499,1.002
420.529,0.998
420.559,1.008
420.589,1.003
420.619,1.002
420.649,1.002
420.679,1.000
420.709,1.007
420.739,1.001
420.769,1.001
420.799,0.998
420.829,0.997
420.859,1.001
420.889,1.002
420.919,1.000
420.949,1.005
420.979,0.997
421.009,1.005
421.039,1.005
421.069,1.004
421.099,1.003
421.129,1.004
421.159,1.001
421.189,1.004
421.219,1.002
421.249,1.001
421.279,1.006
421.309,1.004
421.339,1.005
421.369,1.003
421.399,1.001
421.429,1.003
421.459,1.002
421.489,1.001
421.519,1.001
421.549,0.999
421.579,1.010
421.609,1.002
421.639,1.000
421.669,0.998
421.699,1.007
421.729,1.002
421.759,1.002
421.789,1.005
421.819,1.002
421.849,1.006
421.879,0.999
421.909,1.000
421.939,1.005
421.969,1.002
421.999,1.004
422.029,1.004
422.059,1.003
422.089,1.003
422.119,1.001
422.149,1.003
422.179,1.002
422.209,1.006
422.239,1.004
422.269,1.002
422.299,1.003
422.329,1.003
422.359,1.003
422.389,1.000
422.419,0.998
422.449,1.000
422.479,0.995
422.509,1.012
422.539,1.006
422.569,1.006
422.599,1.002
422.629,1.001
422.659,1.003
422.689,1.010
422.719,0.994
422.749,1.001
422.779,1.002
422.809,1.002
422.839,1.005
422.869,1.005
422.899,1.006
422.929,1.004
422.959,1.001
422.989,1.001
423.019,1.002
423.049,1.005
423.079,1.002
423.109,1.004
423.139,1.003
423.169,1.005
423.199,1.005
423.229,1.007
423.259,1.006
423.289,0.999
423.319,0.999
423.349,1.005
423.379,1.000
423.409,1.009
423.439,1.003
423.469,0.999
423.499,1.001
423.529,1.001
423.559,1.003
423.589,1.011
423.619,0.998
423.649,1.009
423.679,1.004
423.709,1.000
423.739,1.008
423.769,1.005
423.799,1.004
423.829,1.004
423.859,1.000
423.889,1.001
423.919,1.007
423.949,1.002
423.979,1.002
424.009,1.003
424.039,1.003
424.069,1.000
424.099,1.004
424.129,1.005
424.159,1.001
424.189,1.005
424.219,1.005
424.249,0.996
424.279,1.015
424.309,1.001
424.339,0.998
424.369,1.000
424.399,0.999
424.429,1.000
424.459,1.005
424.489,0.999
424.519,1.003
424.549,1.005
424.579,1.009
424.609,1.005
424.639,0.994
424.669,1.005
424.699,1.006
424.729,1.003
424.759,1.002
424.789,1.001
424.819,1.000
424.849,1.005
424.879,1.001
424.909,1.008
424.939,0.998
424.969,0.996
424.999,1.001
425.029,1.001
425.059,0.998
425.089,1.018
425.119,1.006
425.149,1.005
425.179,1.002
425.209,1.004
425.239,1.006
425.269,1.006
425.299,1.001
