df_hash,22ZHK4.LYE8RS
412.438,1.008
412.468,1.006
412.498,1.005
412.528,1.009
412.558,1.009
412.588,1.006
412.618,1.005
412.648,1.007
412.678,1.009
412.708,1.010
412.738,1.010
412.768,1.012
412.798,1.005
412.828,1.006
412.858,1.011
412.888,1.006
412.918,1.012
412.948,1.005
412.978,1.001
413.008,1.004
413.038,1.008
413.068,1.011
413.098,1.016
413.128,1.006
413.158,1.008
413.188,1.009
413.218,1.004
413.248,1.010
413.278,1.006
413.308,1.007
413.338,1.008
413.368,1.009
413.398,1.007
413.428,1.004
413.458,1.005
413.488,1.012
413.518,1.013
413.548,1.014
413.578,1.013
413.608,1.002
413.638,0.997
413.668,1.005
413.698,1.000
413.728,1.014
413.758,1.011
413.788,1.003
413.818,1.002
413.848,1.004
413.878,1.010
413.908,1.013
413.938,1.004
413.968,1.004
413.998,1.006
414.028,1.004
414.058,1.007
414.088,1.006
414.118,1.004
414.148,1.005
414.178,1.007
414.208,1.008
414.238,1.005
414.268,1.007
414.298,1.003
414.328,1.008
414.358,1.010
414.388,1.010
414.418,1.006
414.448,1.002
414.478,1.009
414.508,1.000
414.538,1.011
414.568,1.008
414.598,1.002
414.628,0.998
414.658,1.004
414.688,1.012
414.718,1.012
414.748,1.009
414.778,1.005
414.808,1.006
414.838,1.007
414.868,1.012
414.898,1.010
414.928,1.000
414.958,1.004
414.988,1.008
415.018,1.006
415.048,1.010
415.078,1.008
415.108,1.003
415.138,1.005
415.168,1.008
415.198,1.010
415.228,1.004
415.258,1.004
415.288,1.010
415.318,1.005
415.348,1.012
415.378,1.008
415.408,1.006
415.438,1.006
415.468,1.006
415.498,1.004
415.528,1.007
415.558,1.012
415.588,1.011
415.618,1.010
415.648,1.002
415.678,1.003
415.708,1.010
415.738,1.008
415.768,1.008
415.798,1.008
415.828,1.007
415.858,1.009
415.888,1.007
415.918,1.005
415.948,1.009
415.978,1.005
416.008,1.005
416.038,1.006
416.068,1.010
416.098,1.005
416.128,1.010
416.158,1.004
416.188,1.011
416.218,1.009
416.248,1.005
416.278,1.006
416.308,1.005
416.338,1.003
416.368,1.008
416.398,1.012
416.428,1.008
416.458,1.015
416.488,1.011
416.518,1.004
416.548,1.003
416.578,1.004
416.608,1.014
416.638,1.008
416.668,1.008
416.698,1.004
416.728,1.005
416.758,1.005
416.788,1.004
416.818,1.006
416.848,1.010
416.878,1.012
416.908,1.006
416.938,1.007
416.968,1.010
416.998,1.005
417.028,1.015
417.058,1.003
417.088,1.006
417.118,1.003
417.148,1.009
417.178,1.010
417.208,1.009
417.238,1.010
417.268,1.005
417.298,1.010
417.328,1.008
417.358,1.004
417.388,1.008
417.418,1.009
417.448,1.007
417.478,1.003
417.508,1.006
417.538,1.009
417.568,1.008
417.598,1.008
417.628,1.007
417.658,1.008
417.688,1.007
417.718,1.007
417.748,0.999
417.778,1.012
417.808,1.006
417.838,1.009
417.868,1.009
417.898,1.004
417.928,1.003
417.958,1.008
417.988,1.011
418.018,1.011
418.048,1.011
418.078,1.000
418.108,1.006
418.138,1.011
418.168,1.002
418.198,1.006
418.228,1.003
418.258,1.007
418.288,1.008
418.318,1.010
418.348,1.009
418.378,1.008
418.408,1.006
418.438,1.007
418.468,1.008
418.498,1.007
418.528,1.008
418.558,1.001
418.588,1.012
418.618,1.009
418.648,1.011
418.678,1.014
418.708,1.001
418.738,1.001
418.768,1.005
418.798,1.009
418.828,1.006
418.858,1.014
418.888,1.000
418.918,1.003
418.948,1.011
418.978,1.008
419.008,1.009
419.038,1.006
419.068,1.004
419.098,1.009
419.128,1.009
419.158,1.006
419.188,1.012
419.218,1.008
419.248,1.007
419.278,1.009
419.308,1.006
419.338,1.007
419.368,1.001
419.398,1.012
419.428,1.003
419.458,1.012
419.488,1.010
419.518,0.999
419.548,1.004
419.578,1.007
419.608,1.012
419.638,1.006
419.668,1.006
419.698,1.001
419.728,1.011
419.758,1.011
419.788,1.006
419.818,1.002
419.848,1.009
419.878,1.007
419.908,1.007
419.938,1.007
419.968,1.002
419.998,1.006
420.028,1.006
420.058,1.006
420.088,1.006
420.118,1.008
420.148,1.015
420.178,1.008
420.208,1.005
420.238,1.007
420.268,1.008
420.298,1.013
420.328,1.003
420.358,1.002
420.388,1.006
420.418,1.010
420.448,1.012
420.478,1.013
420.508,1.006
420.538,1.005
420.568,1.012
420.598,1.006
420.628,1.005
420.658,1.006
420.688,1.009
420.718,1.011
420.748,1.008
420.778,1.011
420.808,1.002
420.838,1.005
420.868,1.006
420.898,1.007
420.928,1.005
420.958,1.003
420.988,1.007
421.018,1.011
421.048,1.006
421.078,1.005
421.108,1.007
421.138,1.011
421.168,1.012
421.198,1.005
421.228,1.002
421.258,1.006
421.288,1.010
421.318,1.007
421.348,1.014
421.378,1.002
421.408,1.005
421.438,1.013
421.468,1.006
421.498,1.009
421.528,1.007
421.558,1.008
421.588,1.012
421.618,1.009
421.648,1.008
421.678,1.008
421.708,1.006
421.738,1.007
421.768,1.007
421.798,1.008
421.828,1.005
421.858,1.010
421.888,1.009
421.918,1.004
421.948,1.012
421.978,1.002
422.008,1.012
422.038,1.011
422.068,0.998
422.098,1.001
422.128,1.007
422.158,1.017
422.188,1.012
422.218,1.016
422.248,1.001
422.278,1.003
422.308,1.010
422.338,1.009
422.368,1.009
422.398,1.001
422.428,1.006
422.458,1.008
422.488,1.008
422.518,1.010
422.548,1.010
422.578,1.008
422.608,1.008
422.638,1.006
422.668,1.006
422.698,1.005
422.728,1.012
422.758,1.005
422.788,1.001
422.818,1.009
422.848,1.010
422.878,1.012
422.908,1.001
422.938,0.999
422.968,1.002
422.998,1.011
423.028,1.014
423.058,1.016
423.088,1.005
423.118,1.005
423.148,1.008
423.178,1.005
423.208,1.007
423.238,1.010
423.268,1.007
423.298,1.010
423.328,1.006
423.358,1.010
423.388,1.006
423.418,1.007
423.448,1.006
423.478,1.007
423.508,1.006
423.538,1.011
423.568,1.004
423.598,1.007
423.628,1.009
423.658,1.006
423.688,1.012
423.718,1.002
423.748,1.001
423.778,1.005
423.808,1.016
423.838,1.014
423.868,1.014
423.898,1.004
423.928,1.002
423.958,1.008
423.988,1.006
424.018,1.007
424.048,1.003
424.078,1.015
424.108,1.009
424.138,1.007
424.168,1.006
424.198,1.006
424.228,1.006
424.258,1.009
424.288,1.009
424.318,1.006
424.348,1.009
424.378,1.009
424.408,0.999
424.438,1.004
424.468,1.000
424.498,1.010
424.528,1.008
424.558,1.004
424.588,1.004
424.618,1.009
424.648,1.011
424.678,1.013
424.708,1.004
424.738,1.003
424.768,1.010
424.798,1.011
424.828,1.008
424.858,1.006
424.888,1.005
424.918,1.009
424.948,1.009
424.978,1.006
425.008,1.010
425.038,1.006
425.068,1.007
425.098,1.007
425.128,1.009
425.158,1.005
425.188,1.004
425.218,1.000
425.248,1.009
425.278,1.004
425.308,1.010
425.338,1.011
425.368,1.003
425.398,1.004
425.428,1.007
425.458,1.009
425.488,1.007
425.518,1.009
425.548,1.000
425.578,1.009
425.608,1.012
425.638,1.006
425.668,1.003
425.698,1.006
425.728,1.008
425.758,1.009
425.788,1.009
425.818,1.007
425.848,1.005
425.878,1.010
425.908,1.010
425.938,1.011
425.968,1.003
425.998,1.004
426.028,1.006
426.058,1.005
426.088,1.015
426.118,1.006
426.148,1.016
426.178,1.011
426.208,1.002
426.238,1.002
426.268,1.007
426.298,1.013
426.328,1.008
426.358,1.006
426.388,0.996
426.418,1.007
426.448,1.008
426.478,1.008
426.508,1.005
426.538,1.004
426.568,1.007
426.598,1.008
426.628,1.006
426.658,1.009
426.688,1.007
426.718,1.004
426.748,1.007
426.778,1.010
426.808,1.010
426.838,1.004
426.868,1.000
426.898,1.009
426.928,1.007
426.958,1.013
426.988,1.009
427.018,1.002
427.048,1.004
427.078,1.007
427.108,1.012
427.138,1.007
427.168,1.005
427.198,1.001
427.228,1.010
427.258,1.011
427.288,1.008
427.318,1.007
427.348,1.006
427.378,1.008
427.408,1.001
427.438,1.009
427.468,1.005
427.498,1.006
427.528,1.008
427.558,1.009
427.588,1.013
427.618,1.010
427.648,1.002
427.678,1.012
427.708,1.004
427.738,1.012
427.768,1.008
427.798,0.995
427.828,1.000
427.858,1.006
427.888,1.011
427.918,1.011
427.948,1.005
427.978,1.002
428.008,1.011
428.038,1.010
428.068,1.010
428.098,1.011
428.128,1.011
428.158,1.008
428.188,1.011
428.218,1.008
428.248,1.006
428.278,1.001
428.308,1.004
428.338,1.007
428.368,1.009
428.398,1.005
428.428,1.000
428.458,1.012
428.488,1.006
428.518,1.013
428.548,1.005
428.578,1.001
428.608,1.008
428.638,1.009
428.668,1.010
428.698,1.011
428.728,1.002
428.758,1.004
428.788,1.011
428.818,1.009
428.848,1.004
428.878,1.006
428.908,1.008
428.938,1.008
428.968,1.011
428.998,1.010
429.028,1.007
429.058,1.007
429.088,1.006
429.118,1.005
429.148,1.007
429.178,1.012
429.208,1.005
429.238,1.006
429.268,1.006
429.298,1.011
429.328,1.012
429.358,1.002
429.388,1.006
429.418,1.007
429.448,1.008
429.478,1.012
429.508,1.008
429.538,1.001
429.568,1.008
429.598,1.009
429.628,1.007
429.658,1.003
429.688,1.006
429.718,1.008
429.748,1.010
429.778,1.009
429.808,1.008
429.838,1.006
429.868,1.004
429.898,1.007
429.928,1.010
429.958,1.008
429.988,1.010
430.018,1.009
430.048,1.001
430.078,1.010
430.108,1.010
430.138,1.018
430.168,1.004
430.198,1.000
430.228,1.002
430.258,1.004
430.288,1.008
430.318,1.010
430.348,1.006
430.378,1.001
430.408,1.004
430.438,1.009
430.468,1.004
430.498,1.004
430.528,1.006
430.558,1.005
430.588,1.008
430.618,1.007
430.648,1.006
430.678,1.008
430.708,1.006
430.738,1.001
430.768,1.008
430.798,1.004
430.828,1.006
430.858,1.001
430.888,1.010
430.918,1.010
430.948,1.013
430.978,1.012
431.008,1.002
431.038,1.005
431.068,1.008
431.098,1.007
431.128,1.006
431.158,1.008
431.188,1.002
431.218,1.006
431.248,1.011
431.278,1.007
431.308,1.008
431.338,1.009
431.368,1.011
431.398,1.010
431.428,1.008
431.458,1.003
431.488,1.006
431.518,1.006
431.548,1.008
431.578,1.004
431.608,1.006
431.638,1.010
431.668,1.007
431.698,1.011
431.728,1.005
431.758,1.015
431.788,1.014
431.818,1.002
431.848,1.000
431.878,1.001
431.908,1.007
431.938,1.008
431.968,1.010
431.998,0.997
432.028,1.011
432.058,1.009
432.088,1.006
432.118,1.008
432.148,0.999
432.178,1.005
432.208,1.011
432.238,1.010
432.268,1.007
432.298,1.007
432.328,1.004
432.358,1.008
432.388,1.009
432.418,1.011
432.448,1.010
432.478,1.001
432.508,1.008
432.538,1.006
432.568,1.011
432.598,1.007
432.628,1.003
432.658,1.006
432.688,1.005
432.718,1.011
432.748,1.015
432.778,1.006
432.808,1.004
432.838,1.011
432.868,1.008
432.898,1.008
432.928,1.007
432.958,1.004
432.988,1.008
433.018,1.010
433.048,1.009
433.078,1.010
433.108,1.011
433.138,1.009
433.168,1.014
433.198,1.007
433.228,1.005
433.258,1.004
433.288,1.006
433.318,1.005
433.348,1.002
433.378,1.010
433.408,1.001
433.438,1.011
433.468,1.009
433.498,1.003
433.528,1.004
433.558,1.006
433.588,1.007
433.618,1.010
433.648,1.010
433.678,1.003
433.708,1.010
433.738,1.011
433.768,1.007
433.798,1.007
433.828,1.009
433.858,1.008
433.888,1.007
433.918,1.009
433.948,1.006
433.978,1.006
434.008,1.005
434.038,1.013
434.068,1.009
434.098,1.007
434.128,1.006
434.158,1.008
434.188,1.007
434.218,1.008
434.248,1.007
434.278,1.012
434.308,1.012
434.338,1.002
434.368,1.005
434.398,1.004
434.428,1.013
434.458,1.014
434.488,1.009
434.518,1.000
434.548,1.000
434.578,1.004
434.608,1.005
434.638,1.007
434.668,1.005
434.698,1.007
434.728,1.009
434.758,1.008
434.788,1.007
434.818,1.008
434.848,1.011
434.878,1.007
434.908,1.008
434.938,1.005
434.968,1.007
434.998,1.014
435.028,1.011
435.058,1.000
435.088,1.007
435.118,1.017
435.148,1.010
435.178,1.016
435.208,1.007
435.238,1.003
435.268,1.005
435.298,1.010
435.328,1.009
435.358,1.010
435.388,0.992
435.418,1.000
435.448,1.016
435.478,1.008
435.508,1.008
435.538,1.008
435.568,1.010
435.598,1.005
435.628,1.005
435.658,1.006
435.688,1.004
435.718,1.012
435.748,1.008
435.778,1.005
435.808,1.006
435.838,1.003
435.868,1.017
435.898,1.013
435.928,1.005
435.958,1.015
435.988,1.004
436.018,1.010
436.048,1.008
436.078,1.001
436.108,1.002
436.138,1.005
436.168,1.013
436.198,1.015
436.228,1.008
436.258,1.001
436.288,1.008
436.318,1.008
436.348,1.006
436.378,1.006
436.408,1.005
436.438,1.002
436.468,1.009
436.498,1.009
436.528,1.008
436.558,1.012
436.588,1.005
436.618,1.012
436.648,1.012
436.678,1.011
436.708,1.008
436.738,0.998
436.768,1.010
436.798,1.009
436.828,1.016
436.858,1.005
436.888,1.005
436.918,1.005
436.948,1.007
436.978,1.011
437.008,1.011
437.038,1.003
437.068,1.007
437.098,1.008
437.128,1.007
437.158,1.008
437.188,1.009
437.218,1.006
437.248,1.005
437.278,1.010
437.308,1.009
437.338,1.008
437.368,1.011
437.398,1.007
437.428,1.008
437.458,1.011
437.488,1.007
437.518,1.005
437.548,1.015
437.578,1.004
437.608,1.010
437.638,1.012
437.668,1.004
437.698,1.004
437.728,1.003
437.758,1.008
437.788,1.012
437.818,1.009
437.848,1.005
437.878,1.009
437.908,1.007
437.938,1.008
437.968,1.008
437.998,1.007
438.028,1.010
438.058,1.010
438.088,1.007
438.118,1.008
438.148,1.007
438.178,1.003
438.208,1.007
438.238,1.007
438.268,1.008
438.298,1.005
438.328,1.008
438.358,1.010
438.388,1.020
438.418,1.007
438.448,0.993
438.478,0.999
438.508,1.007
438.538,0.999
438.568,1.016
438.598,1.006
438.628,1.010
438.658,1.007
438.688,1.006
438.718,1.009
438.748,1.007
438.778,1.006
438.808,1.006
438.838,1.008
438.868,1.008
438.898,1.010
438.928,1.007
438.958,1.006
438.988,1.005
439.018,1.009
439.048,1.004
439.078,1.015
439.108,1.010
439.138,1.004
439.168,1.002
439.198,1.008
439.228,1.001
439.258,1.009
439.288,1.000
439.318,1.008
439.348,1.007
439.378,1.003
439.408,1.007
439.438,1.007
439.468,1.010
439.498,1.011
439.528,1.007
439.558,1.000
439.588,1.000
439.618,1.006
439.648,1.008
439.678,1.007
439.708,1.012
439.738,1.004
439.768,1.014
439.798,1.006
439.828,1.013
439.858,1.009
439.888,1.003
439.918,1.004
439.948,1.002
439.978,1.009
440.008,1.014
440.038,1.004
440.068,1.006
440.098,1.011
440.128,1.010
440.158,1.008
440.188,1.008
440.218,1.007
440.248,1.008
440.278,1.007
440.308,1.004
440.338,1.005
440.368,1.005
440.398,1.004
440.428,1.010
440.458,1.009
440.488,1.007
440.518,1.000
440.548,1.011
440.578,1.006
440.608,1.013
440.638,1.008
440.668,1.004
440.698,1.003
440.728,1.006
440.758,1.008
440.788,1.013
440.818,1.004
440.848,1.004
440.878,1.012
440.908,1.009
440.938,1.007
440.968,1.008
440.998,1.007
441.028,1.007
441.058,1.008
441.088,1.010
441.118,1.003
441.148,1.009
441.178,1.005
441.208,1.009
441.238,1.007
441.268,1.004
441.298,1.008
441.328,1.006
441.358,1.012
441.388,1.007
441.418,1.003
441.448,1.007
441.478,1.010
441.508,1.010
441.538,1.011
441.568,1.002
441.598,1.004
441.628,1.007
441.658,1.008
441.688,1.009
441.718,1.011
441.748,1.008
441.778,1.006
441.808,1.009
441.838,1.008
441.868,1.007
441.898,1.006
441.928,1.005
441.958,1.008
441.988,1.011
442.018,1.010
442.048,1.006
442.078,1.010
442.108,1.002
442.138,1.011
442.168,1.004
442.198,1.003
442.228,1.003
442.258,1.006
442.288,1.011
442.318,1.017
442.348,1.002
442.378,1.004
442.408,1.011
442.438,1.008
442.468,1.005
442.498,1.010
442.528,1.009
442.558,1.007
442.588,0.995
442.618,1.033
442.648,1.027
442.678,1.006
442.708,0.998
442.738,0.996
442.768,1.007
442.798,1.013
442.828,1.002
442.858,1.010
442.888,0.999
442.918,1.007
442.948,1.009
442.978,1.012
443.008,1.007
443.038,1.008
443.068,1.009
443.098,1.009
443.128,1.014
443.158,1.004
443.188,1.009
443.218,1.007
443.248,1.006
443.278,1.007
443.308,1.006
443.338,1.008
443.368,1.014
443.398,1.010
443.428,1.011
443.458,1.005
443.488,1.007
443.518,1.006
443.548,1.011
443.578,1.007
443.608,1.000
443.638,1.006
443.668,1.008
443.698,1.012
443.728,1.012
443.758,1.001
443.788,1.003
443.818,1.009
443.848,1.013
443.878,1.007
443.908,1.007
443.938,1.003
443.968,1.008
443.998,1.008
444.028,1.008
444.058,1.009
444.088,1.007
444.118,1.006
444.148,1.009
444.178,1.008
444.208,1.008
444.238,1.010
444.268,1.004
444.298,1.008
444.328,1.012
444.358,1.002
444.388,1.009
444.418,1.006
444.448,1.021
444.478,1.014
444.508,0.997
444.538,0.999
444.568,1.001
444.598,1.005
444.628,1.008
444.658,1.012
444.688,1.007
444.718,1.008
444.748,1.010
444.778,1.006
444.808,1.006
444.838,1.003
444.868,1.007
444.898,1.009
444.928,1.009
444.958,1.004
444.988,1.002
445.018,1.005
445.048,1.009
445.078,1.009
445.108,1.011
445.138,1.001
445.168,1.011
445.198,1.007
445.228,1.019
445.258,1.007
445.288,0.996
445.318,0.999
445.348,1.004
445.378,1.012
445.408,1.008
445.438,1.010
445.468,0.998
445.498,1.004
445.528,1.010
445.558,1.008
445.588,1.008
445.618,1.007
445.648,1.008
445.678,1.007
445.708,1.008
445.738,1.004
445.768,1.002
445.798,1.008
445.828,1.009
445.858,1.006
445.888,1.009
445.918,1.013
445.948,1.003
445.978,1.011
446.008,1.005
446.038,1.017
446.068,1.009
446.098,1.005
446.128,1.002
446.158,1.004
446.188,1.009
446.218,1.009
446.248,1.013
446.278,0.999
446.308,1.012
446.338,1.010
446.368,1.012
446.398,1.007
446.428,1.006
446.458,1.001
446.488,1.006
446.518,1.009
446.548,1.010
446.578,1.009
446.608,1.009
446.638,1.008
446.668,1.008
446.698,1.007
446.728,1.009
446.758,1.011
446.788,1.007
446.818,1.012
446.848,1.003
446.878,1.013
446.908,1.010
446.938,1.011
446.968,1.002
446.998,1.006
447.028,1.006
447.058,1.006
447.088,1.013
447.118,1.003
447.148,1.009
447.178,1.009
447.208,1.009
447.238,1.006
447.268,1.007
447.298,1.010
447.328,1.010
447.358,1.004
447.388,1.000
447.418,1.010
447.448,1.006
447.478,1.011
447.508,1.006
447.538,1.005
447.568,1.006
447.598,1.008
447.628,1.002
447.658,1.009
447.688,1.004
447.718,1.008
447.748,1.014
447.778,1.008
447.808,1.005
447.838,1.005
447.868,1.005
447.898,1.006
447.928,1.010
447.958,1.001
447.988,1.008
448.018,1.009
448.048,1.009
448.078,1.003
448.108,1.003
448.138,1.008
448.168,1.011
448.198,1.006
448.228,1.012
448.258,1.009
448.288,1.010
448.318,1.008
448.348,1.006
448.378,1.008
448.408,1.011
448.438,1.005
448.468,1.002
448.498,1.008
448.528,1.005
448.558,1.014
448.588,1.010
448.618,0.999
448.648,0.998
448.678,1.002
448.708,1.011
448.738,1.010
448.768,1.013
448.798,1.009
448.828,1.006
448.858,1.005
448.888,1.005
448.918,1.007
448.948,1.010
448.978,1.009
449.008,1.006
449.038,1.005
449.068,1.009
449.098,1.011
449.128,1.015
449.158,1.005
449.188,1.009
449.218,1.001
449.248,0.996
449.278,1.008
449.308,1.006
449.338,1.020
449.368,1.009
449.398,1.002
449.428,1.002
449.458,1.010
449.488,1.010
449.518,1.007
449.548,1.012
449.578,1.004
449.608,1.008
449.638,1.004
449.668,1.016
449.698,1.006
449.728,1.007
449.758,1.008
449.788,1.009
449.818,1.009
449.848,1.005
449.878,1.008
449.908,1.004
449.938,1.003
449.968,1.006
449.998,1.007
450.028,1.013
450.058,1.006
450.088,1.012
450.118,1.005
450.148,1.009
450.178,1.010
450.208,1.006
450.238,1.007
450.268,1.006
450.298,1.008
450.328,1.006
450.358,1.007
450.388,1.003
450.418,1.011
450.448,1.009
450.478,1.008
450.508,1.003
450.538,1.002
450.568,1.008
450.598,1.007
450.628,1.010
450.658,1.010
450.688,1.010
450.718,1.005
450.748,1.008
450.778,1.007
450.808,1.008
450.838,1.008
450.868,1.006
450.898,1.010
450.928,1.004
450.958,1.013
450.988,1.012
451.018,1.002
451.048,1.007
451.078,1.011
451.108,1.008
451.138,1.015
451.168,0.999
451.198,1.003
451.228,1.012
451.258,1.006
451.288,1.010
451.318,1.006
451.348,1.007
451.378,1.007
451.408,1.007
451.438,1.011
451.468,1.012
451.498,1.009
451.528,1.012
451.558,1.012
451.588,1.005
451.618,1.014
451.648,1.009
451.678,1.008
451.708,1.012
451.738,1.013
451.768,1.015
451.798,1.000
451.828,1.003
451.858,1.000
451.888,1.011
451.918,1.010
451.948,1.013
451.978,1.006
452.008,1.010
452.038,1.010
452.068,1.006
452.098,1.006
452.128,1.008
452.158,1.007
452.188,1.008
452.218,1.008
452.248,1.006
452.278,1.008
452.308,1.010
452.338,1.009
452.368,1.002
452.398,1.009
452.428,1.008
452.458,1.007
452.488,1.005
452.518,1.007
452.548,1.007
452.578,1.009
452.608,1.014
452.638,1.004
452.668,1.007
452.698,1.008
452.728,1.011
452.758,1.010
452.788,1.011
452.818,1.003
452.848,1.008
452.878,1.010
452.908,1.003
452.938,1.009
452.968,1.006
452.998,1.013
453.028,1.011
453.058,1.004
453.088,1.007
453.118,1.009
453.148,1.009
453.178,1.009
453.208,1.013
453.238,1.005
453.268,1.009
453.298,1.008
453.328,1.006
453.358,1.013
453.388,1.005
453.418,1.017
453.448,1.006
453.478,1.002
453.508,1.010
453.538,1.009
453.568,1.010
453.598,1.017
453.628,1.001
453.658,1.003
453.688,1.003
453.718,1.007
453.748,1.013
453.778,1.015
453.808,1.010
453.838,1.005
453.868,1.005
453.898,1.008
453.928,1.010
453.958,1.008
453.988,1.009
454.018,1.007
454.048,1.008
454.078,1.006
454.108,1.003
454.138,1.011
454.168,1.008
454.198,1.012
454.228,1.014
454.258,0.998
454.288,1.001
454.318,1.006
454.348,1.010
454.378,1.012
454.408,1.006
454.438,1.007
454.468,1.005
454.498,1.009
454.528,1.010
454.558,1.010
454.588,1.009
454.618,1.011
454.648,1.008
454.678,1.008
454.708,1.003
454.738,1.006
454.768,1.010
454.798,1.006
454.828,1.007
454.858,1.004
454.888,1.006
454.918,1.010
454.948,1.004
454.978,1.017
455.008,1.010
455.038,1.003
455.068,1.006
455.098,1.005
455.128,1.005
455.158,1.009
455.188,1.009
455.218,1.014
455.248,1.009
455.278,1.004
455.308,1.003
455.338,1.005
455.368,1.009
455.398,1.008
455.428,1.006
455.458,1.008
455.488,1.009
455.518,1.009
455.548,1.011
455.578,1.012
455.608,1.007
455.638,1.009
455.668,1.009
455.698,1.009
455.728,1.015
455.758,1.004
455.788,1.003
455.818,1.004
455.848,1.004
455.878,1.007
455.908,1.011
455.938,1.006
455.968,1.011
455.998,1.011
456.028,1.011
456.058,1.012
456.088,1.007
456.118,1.004
456.148,1.005
456.178,1.009
456.208,1.012
456.238,1.013
456.268,1.008
456.298,1.004
456.328,1.008
456.358,1.012
456.388,1.007
456.418,1.011
456.448,1.006
456.478,1.009
456.508,1.003
456.538,1.002
456.568,1.005
456.598,1.004
456.628,1.005
456.658,1.014
456.688,1.003
456.718,1.013
456.748,1.012
456.778,1.009
456.808,1.007
456.838,1.007
456.868,1.008
456.898,1.010
456.928,1.010
456.958,1.008
456.988,1.012
457.018,1.008
457.048,1.007
457.078,1.011
457.108,1.007
457.138,1.008
457.168,1.002
457.198,1.009
457.228,1.007
457.258,1.016
457.288,1.002
457.318,1.003
457.348,1.007
457.378,1.012
457.408,1.010
457.438,1.013
457.468,1.001
457.498,1.009
457.528,1.013
457.558,1.012
457.588,1.008
457.618,1.005
457.648,1.007
457.678,1.008
457.708,1.011
457.738,1.009
457.768,1.008
457.798,1.009
457.828,1.009
457.858,1.009
457.888,1.011
457.918,1.002
457.948,0.994
457.978,1.007
458.008,1.002
458.038,1.018
458.068,1.015
458.098,1.008
458.128,1.011
458.158,1.009
458.188,1.008
458.218,1.014
458.248,1.002
458.278,1.003
458.308,1.010
458.338,1.004
458.368,1.008
458.398,1.011
458.428,1.009
458.458,1.015
458.488,1.010
458.518,1.011
458.548,1.007
458.578,1.009
458.608,1.011
458.638,1.005
458.668,1.008
458.698,1.000
458.728,1.012
458.758,1.006
458.788,1.006
458.818,1.010
458.848,1.003
458.878,1.003
458.908,1.009
458.938,1.013
458.968,1.011
458.998,1.013
459.028,1.003
459.058,1.012
459.088,1.006
459.118,1.007
459.148,1.011
459.178,1.005
459.208,1.000
459.238,1.000
459.268,1.009
459.298,1.016
459.328,1.013
459.358,1.013
459.388,1.014
459.418,1.012
459.448,1.005
459.478,1.005
459.508,1.008
459.538,1.003
459.568,1.014
459.598,1.006
459.628,0.999
459.658,1.008
459.688,1.012
459.718,1.017
459.748,1.017
459.778,1.003
459.808,1.008
459.838,1.011
459.868,1.005
459.898,1.004
459.928,1.007
459.958,1.010
459.988,1.009
460.018,1.015
460.048,1.009
460.078,1.006
460.108,1.004
460.138,1.009
460.168,1.010
460.198,1.003
460.228,1.004
460.258,1.003
460.288,1.008
460.318,1.008
460.348,1.015
460.378,1.010
460.408,1.005
460.438,1.009
460.468,1.013
460.498,1.013
460.528,1.013
460.558,1.009
460.588,1.003
460.618,1.003
460.648,1.015
460.678,1.011
460.708,1.006
460.738,1.004
460.768,1.004
460.798,1.008
460.828,1.004
460.858,0.999
460.888,1.007
460.918,1.013
460.948,1.015
460.978,1.011
461.008,1.012
461.038,1.010
461.068,1.016
461.098,1.015
461.128,1.026
461.158,1.023
461.188,1.007
461.218,1.003
461.248,0.988
461.278,0.992
461.308,1.006
461.338,1.010
461.368,1.013
461.398,1.005
461.428,0.996
461.458,1.001
461.488,1.009
461.518,1.014
461.548,1.014
461.578,1.014
461.608,1.008
461.638,1.007
461.668,1.007
461.698,1.009
461.728,1.004
461.758,1.007
461.788,1.010
461.818,1.008
461.848,1.009
461.878,1.007
461.908,1.011
461.938,1.012
461.968,1.011
461.998,1.006
462.028,1.003
462.058,1.015
462.088,1.016
462.118,1.006
462.148,1.005
462.178,1.003
462.208,1.012
462.238,1.007
462.268,1.014
462.298,1.002
462.328,1.007
462.358,1.015
462.388,1.005
462.418,1.013
462.448,1.000
462.478,1.004
462.508,1.005
462.538,1.006
462.568,1.008
462.598,1.008
462.628,1.011
462.658,1.010
462.688,1.012
462.718,1.008
462.748,1.012
462.778,1.007
462.808,1.004
462.838,1.009
462.868,1.007
462.898,1.012
462.928,1.009
462.958,1.001
462.988,1.001
463.018,1.009
463.048,1.013
463.078,1.005
463.108,1.012
463.138,0.995
463.168,1.008
463.198,1.008
463.228,1.014
463.258,1.012
463.288,1.006
463.318,1.011
463.348,1.005
463.378,1.005
463.408,1.012
463.438,1.007
463.468,1.011
463.498,1.007
463.528,1.008
463.558,1.010
463.588,1.009
463.618,1.009
463.648,1.005
463.678,1.005
463.708,1.009
463.738,1.009
463.768,1.013
463.798,1.010
463.828,1.005
463.858,1.003
463.888,1.007
463.918,1.012
463.948,1.011
463.978,1.006
464.008,1.005
464.038,1.011
464.068,1.013
464.098,1.006
464.128,1.008
464.158,1.009
464.188,1.010
464.218,1.012
464.248,1.010
464.278,1.005
464.308,1.008
464.338,1.009
464.368,1.010
464.398,1.009
464.428,1.010
464.458,1.004
464.488,1.005
464.518,1.006
464.548,1.006
464.578,1.014
464.608,1.005
464.638,1.005
464.668,1.005
464.698,1.009
464.728,1.015
464.758,1.006
464.788,1.008
464.818,1.000
