df_hash,22ZHK4.JN5XDQ
884.626,20
884.630,15
884.633,15
884.724,205
884.867,20
884.870,15
884.915,15
884.919,15
884.969,20
884.974,20
884.982,20
885.088,35
885.305,265
885.309,30
885.313,45
885.695,45
885.699,315
885.942,15
885.945,10
886.280,20
886.283,565
886.329,25
886.332,10
886.335,10
886.377,10
886.420,10
886.622,10
886.625,15
886.816,30
886.822,425
886.869,10
886.892,10
886.898,10
887.109,30
887.499,300
887.645,315
887.791,300
887.941,105
887.957,100
888.087,95
888.182,95
888.237,105
888.474,100
888.492,100
888.624,95
888.674,10
888.687,90
888.767,105
888.912,100
888.916,95
889.059,105
889.157,105
889.746,495
889.887,205
889.893,15
890.034,85
890.039,20
890.085,70
890.090,10
890.140,95
890.289,20
890.307,75
890.330,10
890.335,25
890.342,65
890.345,15
890.572,85
890.581,20
890.587,85
890.716,95
890.722,20
890.770,15
890.781,55
890.790,10
890.887,95
891.009,10
891.012,20
891.015,175
891.063,15
891.107,80
891.253,180
891.399,25
891.402,85
891.545,185
892.081,335
892.085,95
892.227,105
892.230,65
892.243,15
893.057,20
893.063,795
893.070,10
893.251,10
893.256,205
893.349,80
893.543,220
893.641,115
894.178,470
894.470,285
894.475,75
895.445,985
895.542,25
895.547,20
895.591,10
895.596,15
895.640,10
895.645,10
895.651,10
895.693,155
895.737,15
895.742,10
895.747,15
895.779,20
895.837,60
895.981,15
895.987,20
895.992,185
896.127,15
896.133,15
896.176,10
896.181,10
896.186,25
896.225,10
896.233,10
896.239,10
896.245,35
897.106,840
897.248,185
897.252,10
897.300,10
897.319,40
897.541,265
897.639,10
897.931,55
897.934,335
898.226,15
898.370,45
898.373,335
898.665,25
898.669,295
898.672,25
898.787,30
898.954,110
898.958,20
898.961,10
899.199,35
899.249,80
899.740,235
899.784,470
900.174,85
900.320,400
900.564,420
900.591,20
900.597,15
901.003,355
901.008,10
901.057,15
901.083,10
901.091,10
901.262,75
901.403,395
901.490,35
901.977,470
902.221,305
902.226,20
902.269,15
902.273,15
902.276,15
902.520,35
902.530,145
902.611,45
902.806,215
902.809,25
902.952,20
902.955,35
902.961,145
903.219,180
903.342,165
903.781,260
903.784,250
903.933,20
904.025,10
904.046,230
904.176,95
904.469,265
904.512,15
904.515,15
904.518,15
904.521,15
1166.814,3450
1167.804,1150
1167.990,1235
1169.105,300
1169.302,1010
1170.910,360
1171.105,1190
1171.396,370
1172.566,250
1173.054,1125
1173.639,545
1174.321,610
1174.858,570
1175.004,575
1175.007,210
1175.443,10
1176.372,330
1176.571,575
1177.101,590
1177.788,600
1178.368,610
1178.905,600
1179.612,640
1180.178,585
1180.908,665
1181.168,655
1181.539,275
1182.121,370
1182.661,620
1183.195,585
1183.925,595
1184.513,595
1185.003,550
1185.780,565
1185.875,580
1186.129,530
